YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"PRODN PRACTICE","AREA PLANTED in ACRES","AREA HARVESTED in ACRES","PRODUCTION in BU","YIELD in BU / ACRE","PRODUCTION in TONS","YIELD in TONS / ACRE","PRODUCTION in $"
1964,OREGON,41,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","37,000"," "," "," "," "," "," "
1964,PENNSYLVANIA,42,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","1,201,000"," "," "," "," "," "," "
1964,"RHODE ISLAND",44,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","5,000"," "," "," "," "," "," "
1964,"SOUTH CAROLINA",45,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","504,000"," "," "," "," "," "," "
1964,"SOUTH DAKOTA",46,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","3,732,000"," "," "," "," "," "," "
1964,TENNESSEE,47,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","968,000"," "," "," "," "," "," "
1964,TEXAS,48,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","818,000"," "," "," "," "," "," "
1964,UTAH,49,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","41,000"," "," "," "," "," "," "
1964,VERMONT,50,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","48,000"," "," "," "," "," "," "
1964,VIRGINIA,51,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","656,000"," "," "," "," "," "," "
1964,WASHINGTON,53,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","65,000"," "," "," "," "," "," "
1964,"WEST VIRGINIA",54,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","93,000"," "," "," "," "," "," "
1964,WISCONSIN,55,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","2,612,000"," "," "," "," "," "," "
1964,WYOMING,56,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","52,000"," "," "," "," "," "," "
1965,MAINE,23,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","13,000"," "," "," "," "," "," "
1965,MARYLAND,24,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","565,000"," "," "," "," "," "," "
1965,MASSACHUSETTS,25,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","29,000"," "," "," "," "," "," "
1965,MICHIGAN,26,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","1,945,000"," "," "," "," "," "," "
1965,MINNESOTA,27,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","5,626,000"," "," "," "," "," "," "
1965,MISSISSIPPI,28,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","563,000"," "," "," "," "," "," "
1965,MISSOURI,29,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","3,237,000"," "," "," "," "," "," "
1965,MONTANA,30,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","65,000"," "," "," "," "," "," "
1965,NEBRASKA,31,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","3,873,000"," "," "," "," "," "," "
1965,NEVADA,32,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","6,000"," "," "," "," "," "," "
1965,"NEW HAMPSHIRE",33,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","13,000"," "," "," "," "," "," "
1965,"NEW JERSEY",34,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","116,000"," "," "," "," "," "," "
1965,"NEW MEXICO",35,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","35,000"," "," "," "," "," "," "
1965,"NEW YORK",36,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","701,000"," "," "," "," "," "," "
1965,"NORTH CAROLINA",37,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","1,477,000"," "," "," "," "," "," "
1965,"NORTH DAKOTA",38,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","904,000"," "," "," "," "," "," "
1965,OHIO,39,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","3,308,000"," "," "," "," "," "," "
1965,OKLAHOMA,40,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","66,000"," "," "," "," "," "," "
1965,OREGON,41,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","38,000"," "," "," "," "," "," "
1965,PENNSYLVANIA,42,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","1,225,000"," "," "," "," "," "," "
1965,"RHODE ISLAND",44,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","5,000"," "," "," "," "," "," "
1965,"SOUTH CAROLINA",45,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","444,000"," "," "," "," "," "," "
1965,"SOUTH DAKOTA",46,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","3,433,000"," "," "," "," "," "," "
1965,TENNESSEE,47,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","900,000"," "," "," "," "," "," "
1965,TEXAS,48,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","654,000"," "," "," "," "," "," "
1965,UTAH,49,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","41,000"," "," "," "," "," "," "
1965,VERMONT,50,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","53,000"," "," "," "," "," "," "
1965,VIRGINIA,51,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","668,000"," "," "," "," "," "," "
1965,WASHINGTON,53,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","61,000"," "," "," "," "," "," "
1965,"WEST VIRGINIA",54,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","87,000"," "," "," "," "," "," "
1965,WISCONSIN,55,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","2,638,000"," "," "," "," "," "," "
1965,WYOMING,56,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","51,000"," "," "," "," "," "," "
1966,MAINE,23,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","15,000"," "," "," "," "," "," "
1966,MARYLAND,24,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","588,000"," "," "," "," "," "," "
1966,MASSACHUSETTS,25,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","29,000"," "," "," "," "," "," "
1966,MICHIGAN,26,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","1,780,000"," "," "," "," "," "," "
1966,MINNESOTA,27,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","5,313,000"," "," "," "," "," "," "
1966,MISSISSIPPI,28,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","513,000"," "," "," "," "," "," "
1966,MISSOURI,29,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","3,108,000"," "," "," "," "," "," "
1966,MONTANA,30,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","68,000"," "," "," "," "," "," "
1966,NEBRASKA,31,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","4,415,000"," "," "," "," "," "," "
1966,NEVADA,32,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","7,000"," "," "," "," "," "," "
1966,"NEW HAMPSHIRE",33,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","14,000"," "," "," "," "," "," "
1966,"NEW JERSEY",34,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","111,000"," "," "," "," "," "," "
1966,"NEW MEXICO",35,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","41,000"," "," "," "," "," "," "
1966,"NEW YORK",36,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","705,000"," "," "," "," "," "," "
1966,"NORTH CAROLINA",37,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","1,536,000"," "," "," "," "," "," "
1966,"NORTH DAKOTA",38,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","759,000"," "," "," "," "," "," "
1966,OHIO,39,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","3,338,000"," "," "," "," "," "," "
1966,OKLAHOMA,40,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","70,000"," "," "," "," "," "," "
1966,OREGON,41,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","38,000"," "," "," "," "," "," "
1966,PENNSYLVANIA,42,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","1,225,000"," "," "," "," "," "," "
1966,"RHODE ISLAND",44,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","4,000"," "," "," "," "," "," "
1966,"SOUTH CAROLINA",45,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","455,000"," "," "," "," "," "," "
1966,"SOUTH DAKOTA",46,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","3,399,000"," "," "," "," "," "," "
1966,TENNESSEE,47,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","918,000"," "," "," "," "," "," "
1966,TEXAS,48,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","602,000"," "," "," "," "," "," "
1966,UTAH,49,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","43,000"," "," "," "," "," "," "
1966,VERMONT,50,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","53,000"," "," "," "," "," "," "
1966,VIRGINIA,51,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","681,000"," "," "," "," "," "," "
1966,WASHINGTON,53,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","60,000"," "," "," "," "," "," "
1966,"WEST VIRGINIA",54,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","85,000"," "," "," "," "," "," "
1966,WISCONSIN,55,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","2,638,000"," "," "," "," "," "," "
1966,WYOMING,56,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","57,000"," "," "," "," "," "," "
1967,MAINE,23,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","16,000"," "," "," "," "," "," "
1967,MARYLAND,24,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","606,000"," "," "," "," "," "," "
1967,MASSACHUSETTS,25,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","29,000"," "," "," "," "," "," "
1967,MICHIGAN,26,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","1,790,000"," "," "," "," "," "," "
1967,MINNESOTA,27,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","6,069,000"," "," "," "," "," "," "
1967,MISSISSIPPI,28,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","467,000"," "," "," "," "," "," "
1967,MISSOURI,29,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","3,357,000"," "," "," "," "," "," "
1967,MONTANA,30,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","70,000"," "," "," "," "," "," "
1967,NEBRASKA,31,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","4,989,000"," "," "," "," "," "," "
1967,NEVADA,32,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","6,000"," "," "," "," "," "," "
1967,"NEW HAMPSHIRE",33,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","15,000"," "," "," "," "," "," "
1967,"NEW JERSEY",34,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","113,000"," "," "," "," "," "," "
1967,"NEW MEXICO",35,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","45,000"," "," "," "," "," "," "
1967,"NEW YORK",36,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","754,000"," "," "," "," "," "," "
1967,"NORTH CAROLINA",37,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","1,551,000"," "," "," "," "," "," "
1967,"NORTH DAKOTA",38,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","713,000"," "," "," "," "," "," "
1967,OHIO,39,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","3,527,000"," "," "," "," "," "," "
1967,OKLAHOMA,40,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","61,000"," "," "," "," "," "," "
1967,OREGON,41,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","36,000"," "," "," "," "," "," "
1967,PENNSYLVANIA,42,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","1,250,000"," "," "," "," "," "," "
1967,"RHODE ISLAND",44,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","4,000"," "," "," "," "," "," "
1967,"SOUTH CAROLINA",45,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","495,000"," "," "," "," "," "," "
1967,"SOUTH DAKOTA",46,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","3,637,000"," "," "," "," "," "," "
1967,TENNESSEE,47,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","900,000"," "," "," "," "," "," "
1967,TEXAS,48,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","602,000"," "," "," "," "," "," "
1967,UTAH,49,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","46,000"," "," "," "," "," "," "
1967,VERMONT,50,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","54,000"," "," "," "," "," "," "
1967,VIRGINIA,51,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","688,000"," "," "," "," "," "," "
1967,WASHINGTON,53,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","54,000"," "," "," "," "," "," "
1967,"WEST VIRGINIA",54,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","87,000"," "," "," "," "," "," "
1967,WISCONSIN,55,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","2,770,000"," "," "," "," "," "," "
1967,WYOMING,56,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","56,000"," "," "," "," "," "," "
1968,MAINE,23,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","19,000"," "," "," "," "," "," "
1968,MARYLAND,24,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","570,000"," "," "," "," "," "," "
1968,MASSACHUSETTS,25,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","29,000"," "," "," "," "," "," "
1968,MICHIGAN,26,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","1,655,000"," "," "," "," "," "," "
1968,MINNESOTA,27,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","5,400,000"," "," "," "," "," "," "
1968,MISSISSIPPI,28,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","430,000"," "," "," "," "," "," "
1968,MISSOURI,29,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","3,189,000"," "," "," "," "," "," "
1968,MONTANA,30,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","70,000"," "," "," "," "," "," "
1968,NEBRASKA,31,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","4,839,000"," "," "," "," "," "," "
1968,NEVADA,32,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","3,000"," "," "," "," "," "," "
1968,"NEW HAMPSHIRE",33,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","15,000"," "," "," "," "," "," "
1968,"NEW JERSEY",34,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","98,000"," "," "," "," "," "," "
1968,"NEW MEXICO",35,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","48,000"," "," "," "," "," "," "
1968,"NEW YORK",36,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","754,000"," "," "," "," "," "," "
1968,"NORTH CAROLINA",37,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","1,515,000"," "," "," "," "," "," "
1968,"NORTH DAKOTA",38,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","627,000"," "," "," "," "," "," "
1968,OHIO,39,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","3,112,000"," "," "," "," "," "," "
1968,OKLAHOMA,40,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","88,000"," "," "," "," "," "," "
1968,OREGON,41,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","32,000"," "," "," "," "," "," "
1968,PENNSYLVANIA,42,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","1,225,000"," "," "," "," "," "," "
1968,"RHODE ISLAND",44,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","4,000"," "," "," "," "," "," "
1968,"SOUTH CAROLINA",45,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","485,000"," "," "," "," "," "," "
1968,"SOUTH DAKOTA",46,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","3,164,000"," "," "," "," "," "," "
1968,TENNESSEE,47,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","792,000"," "," "," "," "," "," "
1968,TEXAS,48,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","602,000"," "," "," "," "," "," "
1968,UTAH,49,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","46,000"," "," "," "," "," "," "
1968,VERMONT,50,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","59,000"," "," "," "," "," "," "
1968,VIRGINIA,51,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","662,000"," "," "," "," "," "," "
1968,WASHINGTON,53,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","62,000"," "," "," "," "," "," "
1968,"WEST VIRGINIA",54,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","82,000"," "," "," "," "," "," "
1968,WISCONSIN,55,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","2,715,000"," "," "," "," "," "," "
1968,WYOMING,56,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","61,000"," "," "," "," "," "," "
1969,MAINE,23,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","23,000"," "," "," "," "," "," "
1969,MARYLAND,24,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","581,000"," "," "," "," "," "," "
1969,MASSACHUSETTS,25,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","31,000"," "," "," "," "," "," "
1969,MICHIGAN,26,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","1,602,000"," "," "," "," "," "," "
1969,MINNESOTA,27,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","4,835,000"," "," "," "," "," "," "
1969,MISSISSIPPI,28,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","358,000"," "," "," "," "," "," "
1969,MISSOURI,29,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","3,068,000"," "," "," "," "," "," "
1969,MONTANA,30,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","63,000"," "," "," "," "," "," "
1969,NEBRASKA,31,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","5,040,000"," "," "," "," "," "," "
1969,NEVADA,32,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","3,000"," "," "," "," "," "," "
1969,"NEW HAMPSHIRE",33,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","16,000"," "," "," "," "," "," "
1969,"NEW JERSEY",34,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","104,000"," "," "," "," "," "," "
1969,"NEW MEXICO",35,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","51,000"," "," "," "," "," "," "
1969,"NEW YORK",36,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","789,000"," "," "," "," "," "," "
1969,"NORTH CAROLINA",37,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","1,456,000"," "," "," "," "," "," "
1969,"NORTH DAKOTA",38,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","527,000"," "," "," "," "," "," "
1969,OHIO,39,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","3,043,000"," "," "," "," "," "," "
1969,OKLAHOMA,40,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","105,000"," "," "," "," "," "," "
1969,OREGON,41,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","34,000"," "," "," "," "," "," "
1969,PENNSYLVANIA,42,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","1,212,000"," "," "," "," "," "," "
1969,"RHODE ISLAND",44,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","4,000"," "," "," "," "," "," "
1969,"SOUTH CAROLINA",45,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","494,000"," "," "," "," "," "," "
1969,"SOUTH DAKOTA",46,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","3,227,000"," "," "," "," "," "," "
1969,TENNESSEE,47,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","759,000"," "," "," "," "," "," "
1969,TEXAS,48,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","779,000"," "," "," "," "," "," "
1969,UTAH,49,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","54,000"," "," "," "," "," "," "
1969,VERMONT,50,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","68,000"," "," "," "," "," "," "
1969,VIRGINIA,51,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","653,000"," "," "," "," "," "," "
1969,WASHINGTON,53,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","83,000"," "," "," "," "," "," "
1969,"WEST VIRGINIA",54,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","82,000"," "," "," "," "," "," "
1969,WISCONSIN,55,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","2,715,000"," "," "," "," "," "," "
1969,WYOMING,56,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","66,000"," "," "," "," "," "," "
1970,MAINE,23,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","28,000"," "," "," "," "," "," "
1970,MARYLAND,24,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","587,000"," "," "," "," "," "," "
1970,MASSACHUSETTS,25,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","33,000"," "," "," "," "," "," "
1970,MICHIGAN,26,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","1,730,000"," "," "," "," "," "," "
1970,MINNESOTA,27,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","5,220,000"," "," "," "," "," "," "
1970,MISSISSIPPI,28,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","304,000"," "," "," "," "," "," "
1970,MISSOURI,29,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","3,114,000"," "," "," "," "," "," "
1970,MONTANA,30,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","62,000"," "," "," "," "," "," "
1970,NEBRASKA,31,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","5,443,000"," "," "," "," "," "," "
1970,NEVADA,32,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","3,000"," "," "," "," "," "," "
1970,"NEW HAMPSHIRE",33,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","18,000"," "," "," "," "," "," "
1970,"NEW JERSEY",34,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","106,000"," "," "," "," "," "," "
1970,"NEW MEXICO",35,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","48,000"," "," "," "," "," "," "
1970,"NEW YORK",36,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","847,000"," "," "," "," "," "," "
1970,"NORTH CAROLINA",37,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","1,600,000"," "," "," "," "," "," "
1970,"NORTH DAKOTA",38,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","500,000"," "," "," "," "," "," "
1970,OHIO,39,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","3,265,000"," "," "," "," "," "," "
1970,OKLAHOMA,40,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","107,000"," "," "," "," "," "," "
1970,OREGON,41,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","37,000"," "," "," "," "," "," "
1970,PENNSYLVANIA,42,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","1,260,000"," "," "," "," "," "," "
1970,"RHODE ISLAND",44,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","4,000"," "," "," "," "," "," "
1970,"SOUTH CAROLINA",45,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","543,000"," "," "," "," "," "," "
1970,"SOUTH DAKOTA",46,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","3,388,000"," "," "," "," "," "," "
1970,TENNESSEE,47,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","722,000"," "," "," "," "," "," "
1970,TEXAS,48,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","670,000"," "," "," "," "," "," "
1970,UTAH,49,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","63,000"," "," "," "," "," "," "
1970,VERMONT,50,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","77,000"," "," "," "," "," "," "
1970,VIRGINIA,51,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","692,000"," "," "," "," "," "," "
1970,WASHINGTON,53,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","88,000"," "," "," "," "," "," "
1970,"WEST VIRGINIA",54,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","87,000"," "," "," "," "," "," "
1970,WISCONSIN,55,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","2,769,000"," "," "," "," "," "," "
1970,WYOMING,56,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","65,000"," "," "," "," "," "," "
1971,MAINE,23,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","33,000"," "," "," "," "," "," "
1971,MARYLAND,24,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","620,000"," "," "," "," "," "," "
1971,MASSACHUSETTS,25,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","36,000"," "," "," "," "," "," "
1971,MICHIGAN,26,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","2,275,000"," "," "," "," "," "," "
1971,MINNESOTA,27,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","6,572,000"," "," "," "," "," "," "
1971,MISSISSIPPI,28,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES","268,000"," "," "," "," "," "," "
